Csaladihaz;;;;
Elem ID;Egyedi ID;ARCHICAD Classification - 22;Érintett helyiség neve;Követelmények
Frame-Bnd-287;E5A4212A-95BE-46B5-94FD-763C4CB9AF76;Curtain Wall Frame;;5-3-Tűzgátlás#6-6-Hőveszteség#10-1-Léghang gátlás#3-8-Összeépíthetőség#8-10-Megépíthetőség#5-2-Színhasználat#
Frame-Bnd-288;A6AF4B2F-807E-4E3B-AACD-C4B918AF86E2;Curtain Wall Frame;;2-4-Tűzgátlás#8-7-Hőveszteség#2-1-Léghang gátlás#4-4-Összeépíthetőség#8-9-Megépíthetőség#1-6-Színhasználat#
Frame-Bnd-289;9E7D0F98-F179-4EF6-ADD2-35E7D93F6F2A;Curtain Wall Frame;;6-6-Tűzgátlás#3-5-Hőveszteség#7-6-Léghang gátlás#10-4-Összeépíthetőség#4-7-Megépíthetőség#7-2-Színhasználat#
Frame-Bnd-290;5F7EA470-D8AA-4C23-A050-E5AD482FB032;Curtain Wall Frame;;10-2-Tűzgátlás#3-7-Hőveszteség#8-9-Léghang gátlás#5-3-Összeépíthetőség#10-9-Megépíthetőség#1-10-Színhasználat#
Frame-Bnd-291;28BA5638-C417-4CBD-B160-3E5B75E5DA77;Curtain Wall Frame;;8-1-Tűzgátlás#5-1-Hőveszteség#3-8-Léghang gátlás#2-9-Összeépíthetőség#4-3-Megépíthetőség#4-10-Színhasználat#
Frame-Bnd-292;4287BD23-D39C-424B-98BE-208A29C785DD;Curtain Wall Frame;;10-6-Tűzgátlás#1-5-Hőveszteség#5-9-Léghang gátlás#4-5-Összeépíthetőség#3-6-Megépíthetőség#5-6-Színhasználat#
Frame-Bnd-293;A61B79AA-6752-4CF0-9E46-758B569F5742;Curtain Wall Frame;;6-7-Tűzgátlás#7-2-Hőveszteség#3-5-Léghang gátlás#5-4-Összeépíthetőség#7-8-Megépíthetőség#8-3-Színhasználat#
Frame-Bnd-294;ECC5054D-A2E1-4A08-A92E-196280F42E23;Curtain Wall Frame;;8-7-Tűzgátlás#3-3-Hőveszteség#6-5-Léghang gátlás#7-2-Összeépíthetőség#7-3-Megépíthetőség#7-1-Színhasználat#
Frame-Bnd-295;B89B73D0-A7F8-423F-A660-DBDAF9853F47;Curtain Wall Frame;;4-5-Tűzgátlás#2-1-Hőveszteség#1-10-Léghang gátlás#6-1-Összeépíthetőség#4-5-Megépíthetőség#4-10-Színhasználat#
Frame-Bnd-296;65D9B8C0-4F75-410C-818A-9BD4C98A54B3;Curtain Wall Frame;;8-7-Tűzgátlás#7-3-Hőveszteség#7-7-Léghang gátlás#9-1-Összeépíthetőség#8-2-Megépíthetőség#4-4-Színhasználat#
Frame-Bnd-297;DE92EC89-B5DC-4E8F-ABB4-FA69B975E9A4;Curtain Wall Frame;;8-5-Tűzgátlás#6-5-Hőveszteség#9-8-Léghang gátlás#10-6-Összeépíthetőség#5-3-Megépíthetőség#6-6-Színhasználat#
Frame-Bnd-298;8740741A-212D-4526-A53A-48A5F2664999;Curtain Wall Frame;;4-3-Tűzgátlás#1-8-Hőveszteség#3-9-Léghang gátlás#2-3-Összeépíthetőség#1-3-Megépíthetőség#2-4-Színhasználat#
Frame-Bnd-299;69A1A1FB-D7C3-4743-99F7-3F962B5CCABC;Curtain Wall Frame;;5-7-Tűzgátlás#8-9-Hőveszteség#10-4-Léghang gátlás#5-3-Összeépíthetőség#6-6-Megépíthetőség#10-9-Színhasználat#
Frame-Bnd-300;DEEF382E-71D0-4E8C-99E8-FC7D79DA58CD;Curtain Wall Frame;;3-2-Tűzgátlás#10-7-Hőveszteség#10-2-Léghang gátlás#3-5-Összeépíthetőség#6-5-Megépíthetőség#5-6-Színhasználat#
Frame-Bnd-301;51FA82C0-3FA3-40A2-A392-2558C0AC543C;Curtain Wall Frame;;8-7-Tűzgátlás#3-2-Hőveszteség#5-1-Léghang gátlás#2-10-Összeépíthetőség#3-2-Megépíthetőség#8-2-Színhasználat#
Frame-Bnd-302;E4BE1D21-BF7B-4B7F-A960-28AA1B492450;Curtain Wall Frame;;8-8-Tűzgátlás#7-4-Hőveszteség#10-8-Léghang gátlás#4-1-Összeépíthetőség#1-7-Megépíthetőség#7-8-Színhasználat#
Frame-Bnd-303;61A60DA2-275E-46BB-B0E3-76F2F5348D95;Curtain Wall Frame;;6-10-Tűzgátlás#5-9-Hőveszteség#3-4-Léghang gátlás#4-4-Összeépíthetőség#2-6-Megépíthetőség#3-4-Színhasználat#
Frame-Bnd-304;CEB18461-57A6-49CD-B364-7DD38C18E645;Curtain Wall Frame;;1-9-Tűzgátlás#5-2-Hőveszteség#6-6-Léghang gátlás#2-8-Összeépíthetőség#6-2-Megépíthetőség#6-4-Színhasználat#
Frame-Bnd-305;6A7D74BE-94C8-4182-A184-A3C42EA601DD;Curtain Wall Frame;;3-6-Tűzgátlás#9-9-Hőveszteség#8-2-Léghang gátlás#8-7-Összeépíthetőség#9-3-Megépíthetőség#8-6-Színhasználat#
Frame-Bnd-306;3CD06E61-A2B7-4A0D-97C6-FB69CDCDDBB1;Curtain Wall Frame;;2-10-Tűzgátlás#8-2-Hőveszteség#2-5-Léghang gátlás#8-8-Összeépíthetőség#8-2-Megépíthetőség#10-6-Színhasználat#
Frame-Bnd-307;B333EBD3-41B6-458E-80A0-63749BD4840A;Curtain Wall Frame;;7-5-Tűzgátlás#6-7-Hőveszteség#9-2-Léghang gátlás#1-1-Összeépíthetőség#9-10-Megépíthetőség#2-6-Színhasználat#
Frame-Bnd-308;82D8B16A-39D8-446F-91A7-DC803EF4E825;Curtain Wall Frame;;5-4-Tűzgátlás#3-10-Hőveszteség#2-4-Léghang gátlás#7-3-Összeépíthetőség#6-6-Megépíthetőség#5-10-Színhasználat#
Frame-Bnd-309;9DD27345-3D60-49B7-86AE-BCC437019532;Curtain Wall Frame;;4-9-Tűzgátlás#4-1-Hőveszteség#7-5-Léghang gátlás#4-2-Összeépíthetőség#10-9-Megépíthetőség#1-9-Színhasználat#
Frame-Bnd-310;7BBC70D2-D593-4017-8350-119F60B97E97;Curtain Wall Frame;;8-2-Tűzgátlás#2-10-Hőveszteség#10-9-Léghang gátlás#7-10-Összeépíthetőség#4-8-Megépíthetőség#1-4-Színhasználat#
Frame-Bnd-311;A83568B0-FF07-49BA-AFAF-EA54C1B346D2;Curtain Wall Frame;;2-4-Tűzgátlás#4-9-Hőveszteség#5-4-Léghang gátlás#10-5-Összeépíthetőség#2-2-Megépíthetőség#1-1-Színhasználat#
Frame-Bnd-312;DBCC16C6-81D7-48EA-9CB2-E027697672C1;Curtain Wall Frame;;5-6-Tűzgátlás#10-5-Hőveszteség#6-9-Léghang gátlás#6-9-Összeépíthetőség#4-4-Megépíthetőség#4-3-Színhasználat#
Frame-Bnd-313;009606BC-C88B-4249-812E-A55203948F6A;Curtain Wall Frame;;4-8-Tűzgátlás#7-3-Hőveszteség#8-4-Léghang gátlás#5-6-Összeépíthetőség#10-7-Megépíthetőség#10-2-Színhasználat#
Frame-Bnd-314;D6BF77A0-9865-478A-802D-8DD7A1735A01;Curtain Wall Frame;;10-10-Tűzgátlás#1-6-Hőveszteség#6-3-Léghang gátlás#3-8-Összeépíthetőség#1-5-Megépíthetőség#5-2-Színhasználat#
Frame-Bnd-315;EC0E4A61-2B9E-4DAE-9296-907A0EC962BF;Curtain Wall Frame;;9-5-Tűzgátlás#7-5-Hőveszteség#9-7-Léghang gátlás#2-10-Összeépíthetőség#10-7-Megépíthetőség#7-3-Színhasználat#
Frame-Bnd-316;56C64588-9232-42D9-A00F-49A469F65A9E;Curtain Wall Frame;;3-9-Tűzgátlás#9-3-Hőveszteség#4-10-Léghang gátlás#5-8-Összeépíthetőség#6-9-Megépíthetőség#9-7-Színhasználat#
Frame-Bnd-317;287351B2-19CB-4C0A-BCE3-41ED85891017;Curtain Wall Frame;;10-4-Tűzgátlás#4-6-Hőveszteség#6-3-Léghang gátlás#7-5-Összeépíthetőség#3-4-Megépíthetőség#5-5-Színhasználat#
Frame-Bnd-318;7CFA3846-58B4-49AE-BAEC-E884E9656DDF;Curtain Wall Frame;;10-6-Tűzgátlás#9-10-Hőveszteség#10-10-Léghang gátlás#8-7-Összeépíthetőség#5-2-Megépíthetőség#5-8-Színhasználat#
Frame-Bnd-319;5136CAC0-CC21-4D1A-816D-90CE3000762B;Curtain Wall Frame;;7-2-Tűzgátlás#8-1-Hőveszteség#3-1-Léghang gátlás#6-5-Összeépíthetőség#6-10-Megépíthetőség#9-4-Színhasználat#
Frame-Bnd-320;8F69912D-B9C6-4B69-9FE9-DB5FED392375;Curtain Wall Frame;;6-3-Tűzgátlás#3-5-Hőveszteség#7-3-Léghang gátlás#6-7-Összeépíthetőség#4-8-Megépíthetőség#8-2-Színhasználat#
Frame-Bnd-321;81AD599B-F9DE-4A14-A42F-3D187072A252;Curtain Wall Frame;;3-8-Tűzgátlás#8-4-Hőveszteség#2-7-Léghang gátlás#6-9-Összeépíthetőség#3-7-Megépíthetőség#4-9-Színhasználat#
Frame-Bnd-322;1D70AE5F-E784-4AB9-AD28-6DC5DF0FEC8E;Curtain Wall Frame;;5-1-Tűzgátlás#10-8-Hőveszteség#6-10-Léghang gátlás#3-7-Összeépíthetőség#2-4-Megépíthetőség#1-2-Színhasználat#
Frame-Bnd-323;04FAA6ED-9B74-4198-A0BF-E95D13B13F45;Curtain Wall Frame;;2-2-Tűzgátlás#5-2-Hőveszteség#4-8-Léghang gátlás#9-4-Összeépíthetőség#5-10-Megépíthetőség#10-10-Színhasználat#
Frame-Bnd-324;55EDF011-7C6E-40ED-8BE8-5C23F2A48B9A;Curtain Wall Frame;;9-8-Tűzgátlás#6-7-Hőveszteség#10-3-Léghang gátlás#2-10-Összeépíthetőség#4-1-Megépíthetőség#9-4-Színhasználat#
Frame-Bnd-325;25CECC49-494C-4DC9-A630-576B99117254;Curtain Wall Frame;;4-8-Tűzgátlás#7-10-Hőveszteség#1-3-Léghang gátlás#2-8-Összeépíthetőség#10-1-Megépíthetőség#3-5-Színhasználat#
Frame-Bnd-326;79376F21-D8DE-4EE7-A9A7-7F7589A4F021;Curtain Wall Frame;;7-5-Tűzgátlás#8-3-Hőveszteség#5-3-Léghang gátlás#10-9-Összeépíthetőség#3-10-Megépíthetőség#6-2-Színhasználat#
Frame-Bnd-327;9C81C890-DE24-4BFA-AD3D-DD6432F68057;Curtain Wall Frame;;2-9-Tűzgátlás#7-4-Hőveszteség#6-10-Léghang gátlás#6-5-Összeépíthetőség#9-1-Megépíthetőség#9-5-Színhasználat#
Frame-Bnd-328;C7627057-01B9-408D-9E9E-8E6A82678731;Curtain Wall Frame;;2-2-Tűzgátlás#9-3-Hőveszteség#4-10-Léghang gátlás#5-5-Összeépíthetőség#3-2-Megépíthetőség#3-4-Színhasználat#
Frame-Bnd-329;AFB3E9FF-AFEF-4168-930D-CCF9970B6F71;Curtain Wall Frame;;10-4-Tűzgátlás#3-10-Hőveszteség#7-4-Léghang gátlás#1-1-Összeépíthetőség#7-5-Megépíthetőség#2-7-Színhasználat#
Frame-Bnd-330;79A7F813-6552-4C49-B846-CC4F308C27CA;Curtain Wall Frame;;8-6-Tűzgátlás#9-3-Hőveszteség#1-1-Léghang gátlás#6-4-Összeépíthetőség#8-10-Megépíthetőség#3-10-Színhasználat#
Frame-Bnd-331;B2348888-4448-483D-9CDF-1E695C4BF08E;Curtain Wall Frame;;10-3-Tűzgátlás#3-9-Hőveszteség#1-4-Léghang gátlás#10-7-Összeépíthetőség#5-5-Megépíthetőség#5-9-Színhasználat#
Frame-Bnd-332;0DF1534D-9E69-4CB1-9BF1-A552F996CEC1;Curtain Wall Frame;;10-9-Tűzgátlás#8-10-Hőveszteség#1-7-Léghang gátlás#4-10-Összeépíthetőség#9-9-Megépíthetőség#10-3-Színhasználat#
Frame-Bnd-333;2FE476C8-A292-40BE-8056-9C17C59E83EC;Curtain Wall Frame;;9-4-Tűzgátlás#3-8-Hőveszteség#1-7-Léghang gátlás#2-10-Összeépíthetőség#2-4-Megépíthetőség#5-10-Színhasználat#
Frame-Bnd-334;E5A3FA9F-61B4-48BD-9E8C-0292090D4AA4;Curtain Wall Frame;;5-6-Tűzgátlás#6-2-Hőveszteség#7-9-Léghang gátlás#1-3-Összeépíthetőség#9-2-Megépíthetőség#7-7-Színhasználat#
Frame-Bnd-335;EE8E41D7-6B9D-408B-B3DA-EBCD700BA53B;Curtain Wall Frame;;4-6-Tűzgátlás#9-2-Hőveszteség#9-3-Léghang gátlás#9-3-Összeépíthetőség#9-8-Megépíthetőség#3-6-Színhasználat#
Frame-Bnd-336;83F4F935-8D9F-4901-ABDD-24C82994BCC7;Curtain Wall Frame;;9-2-Tűzgátlás#5-8-Hőveszteség#5-10-Léghang gátlás#1-9-Összeépíthetőség#5-1-Megépíthetőség#4-10-Színhasználat#
Frame-Bnd-337;07AA011F-D3A7-4D3D-9D29-EE0420618B69;Curtain Wall Frame;;10-6-Tűzgátlás#2-6-Hőveszteség#6-7-Léghang gátlás#10-6-Összeépíthetőség#2-9-Megépíthetőség#3-9-Színhasználat#
Frame-Bnd-338;2C0ECEAC-A7B0-457C-BF73-46FE07CB552C;Curtain Wall Frame;;2-10-Tűzgátlás#9-2-Hőveszteség#1-5-Léghang gátlás#7-3-Összeépíthetőség#7-3-Megépíthetőség#7-8-Színhasználat#
Frame-Bnd-339;9FC0BD52-D529-431F-A857-65F57ED2EF34;Curtain Wall Frame;;6-7-Tűzgátlás#10-1-Hőveszteség#2-5-Léghang gátlás#8-7-Összeépíthetőség#4-10-Megépíthetőség#3-3-Színhasználat#
Frame-Bnd-340;6966AA04-644B-4CB4-94C1-0BA090B06282;Curtain Wall Frame;;7-6-Tűzgátlás#3-3-Hőveszteség#3-3-Léghang gátlás#9-2-Összeépíthetőség#3-9-Megépíthetőség#5-4-Színhasználat#
Frame-Bnd-341;5E74C5A8-CE13-45DC-9923-0F05DD630CE3;Curtain Wall Frame;;3-8-Tűzgátlás#7-10-Hőveszteség#9-8-Léghang gátlás#7-6-Összeépíthetőség#5-2-Megépíthetőség#6-8-Színhasználat#
Frame-Bnd-342;7E75442D-6757-49A6-BB07-77955C5BEE87;Curtain Wall Frame;;1-5-Tűzgátlás#3-6-Hőveszteség#5-10-Léghang gátlás#7-10-Összeépíthetőség#9-5-Megépíthetőség#8-7-Színhasználat#
Frame-Bnd-343;C0B868AA-A41A-4058-B1E4-980545E0C051;Curtain Wall Frame;;7-3-Tűzgátlás#6-7-Hőveszteség#9-7-Léghang gátlás#3-4-Összeépíthetőség#4-8-Megépíthetőség#8-7-Színhasználat#
Frame-Bnd-344;B510BC0B-BECF-4233-B4B4-21E052643CC1;Curtain Wall Frame;;1-6-Tűzgátlás#5-4-Hőveszteség#7-9-Léghang gátlás#2-7-Összeépíthetőség#10-9-Megépíthetőség#5-5-Színhasználat#
Frame-Bnd-345;207A0C4E-D8CA-494F-AE74-E7AA0D804D3D;Curtain Wall Frame;;6-2-Tűzgátlás#10-10-Hőveszteség#10-9-Léghang gátlás#9-3-Összeépíthetőség#6-4-Megépíthetőség#2-8-Színhasználat#
Frame-Bnd-346;4CF3E43C-4E44-479B-8C4B-835CB4FC58C7;Curtain Wall Frame;;1-3-Tűzgátlás#10-3-Hőveszteség#1-3-Léghang gátlás#5-2-Összeépíthetőség#7-10-Megépíthetőség#3-3-Színhasználat#
Frame-Bnd-347;531B6446-B484-4ECE-B3DD-F9E5616B1D81;Curtain Wall Frame;;3-10-Tűzgátlás#3-2-Hőveszteség#3-7-Léghang gátlás#3-4-Összeépíthetőség#9-3-Megépíthetőség#5-6-Színhasználat#
Frame-Bnd-348;0B5196B4-DB12-4175-AF6B-B7B58E66A710;Curtain Wall Frame;;1-1-Tűzgátlás#1-2-Hőveszteség#7-2-Léghang gátlás#3-1-Összeépíthetőség#9-9-Megépíthetőség#4-2-Színhasználat#
Frame-Bnd-349;17EF4195-4110-40F4-B639-144BA796E72E;Curtain Wall Frame;;2-4-Tűzgátlás#5-6-Hőveszteség#2-2-Léghang gátlás#6-8-Összeépíthetőség#7-6-Megépíthetőség#6-5-Színhasználat#
Frame-Bnd-350;891F0691-1815-4CEA-AD28-09869254B5B1;Curtain Wall Frame;;8-3-Tűzgátlás#1-9-Hőveszteség#1-7-Léghang gátlás#4-4-Összeépíthetőség#10-1-Megépíthetőség#2-7-Színhasználat#
Frame-Bnd-351;0D3E2BD2-FE3D-4E87-815D-439A6BBDCE27;Curtain Wall Frame;;3-5-Tűzgátlás#5-5-Hőveszteség#7-5-Léghang gátlás#9-8-Összeépíthetőség#6-6-Megépíthetőség#8-10-Színhasználat#
Frame-Bnd-352;B4D1AA6C-AE63-4262-8980-9D948549E2B1;Curtain Wall Frame;;3-2-Tűzgátlás#1-8-Hőveszteség#10-5-Léghang gátlás#3-4-Összeépíthetőség#10-3-Megépíthetőség#8-9-Színhasználat#
Frame-Bnd-353;2E03C328-1239-4A54-933A-FFF54BF9BE97;Curtain Wall Frame;;6-8-Tűzgátlás#10-8-Hőveszteség#5-6-Léghang gátlás#5-3-Összeépíthetőség#5-4-Megépíthetőség#5-7-Színhasználat#
Frame-Bnd-354;CE2CCBC4-611A-47BD-9AE6-6C3208E3E912;Curtain Wall Frame;;6-5-Tűzgátlás#3-6-Hőveszteség#4-7-Léghang gátlás#6-7-Összeépíthetőség#8-7-Megépíthetőség#9-3-Színhasználat#
Frame-Bnd-355;3C49DB2A-7D43-4BF6-9861-CCB6F8003FB4;Curtain Wall Frame;;3-1-Tűzgátlás#8-9-Hőveszteség#2-8-Léghang gátlás#4-8-Összeépíthetőség#3-8-Megépíthetőség#4-3-Színhasználat#
Frame-Bnd-356;D4286D9A-C7A4-452F-9D5D-D225BB5D2E8C;Curtain Wall Frame;;5-4-Tűzgátlás#5-10-Hőveszteség#5-6-Léghang gátlás#10-9-Összeépíthetőség#3-7-Megépíthetőség#3-2-Színhasználat#
Frame-Bnd-357;5A62B173-551A-465B-8916-B08FEC356996;Curtain Wall Frame;;2-6-Tűzgátlás#3-10-Hőveszteség#2-8-Léghang gátlás#2-5-Összeépíthetőség#2-8-Megépíthetőség#2-2-Színhasználat#
Frame-Bnd-358;45FAE93D-D43B-48D5-9098-B9C56A6DF140;Curtain Wall Frame;;3-6-Tűzgátlás#4-8-Hőveszteség#3-7-Léghang gátlás#3-2-Összeépíthetőség#7-3-Megépíthetőség#2-5-Színhasználat#
Frame-Bnd-359;8EDE4BE0-98B8-4B51-AA98-B0AF33ECF14C;Curtain Wall Frame;;2-2-Tűzgátlás#1-7-Hőveszteség#1-6-Léghang gátlás#1-7-Összeépíthetőség#7-4-Megépíthetőség#2-10-Színhasználat#
Frame-Bnd-360;7902BFE4-C6EE-468E-B682-8A23084AC086;Curtain Wall Frame;;4-2-Tűzgátlás#6-5-Hőveszteség#2-10-Léghang gátlás#6-2-Összeépíthetőség#10-1-Megépíthetőség#4-10-Színhasználat#
Frame-Bnd-361;ECE2E378-C639-4CB2-A274-758EF9005DA7;Curtain Wall Frame;;10-4-Tűzgátlás#3-10-Hőveszteség#6-2-Léghang gátlás#1-4-Összeépíthetőség#7-5-Megépíthetőség#5-5-Színhasználat#
Frame-Bnd-362;7AC20016-8D5D-4FC5-B2DF-DCABFE455700;Curtain Wall Frame;;3-4-Tűzgátlás#10-4-Hőveszteség#4-1-Léghang gátlás#10-4-Összeépíthetőség#3-7-Megépíthetőség#8-2-Színhasználat#
Frame-Bnd-363;F02B619A-0726-4076-B4DD-3253CB506647;Curtain Wall Frame;;4-5-Tűzgátlás#10-2-Hőveszteség#1-9-Léghang gátlás#10-1-Összeépíthetőség#7-4-Megépíthetőség#1-1-Színhasználat#
Frame-Bnd-364;61992375-7374-43BE-83B0-FFFFBE55D0F4;Curtain Wall Frame;;4-7-Tűzgátlás#4-2-Hőveszteség#9-2-Léghang gátlás#9-4-Összeépíthetőség#4-4-Megépíthetőség#3-8-Színhasználat#
Frame-Bnd-365;331C60A3-17A0-4109-9AE4-39BC2E796F3B;Curtain Wall Frame;;1-4-Tűzgátlás#1-4-Hőveszteség#8-2-Léghang gátlás#1-3-Összeépíthetőség#7-9-Megépíthetőség#10-3-Színhasználat#
Frame-Bnd-366;343D6CD2-0D49-40F2-B2A9-138FA60A25DD;Curtain Wall Frame;;6-7-Tűzgátlás#7-2-Hőveszteség#6-6-Léghang gátlás#5-5-Összeépíthetőség#10-9-Megépíthetőség#4-3-Színhasználat#
Frame-Bnd-367;23F737F7-E10C-4897-87B0-DAE9CC0D965F;Curtain Wall Frame;;2-10-Tűzgátlás#3-10-Hőveszteség#8-2-Léghang gátlás#9-4-Összeépíthetőség#8-4-Megépíthetőség#9-7-Színhasználat#
Frame-Bnd-368;B0FA1892-1BE2-4069-9340-623158B96CA6;Curtain Wall Frame;;6-7-Tűzgátlás#7-8-Hőveszteség#9-10-Léghang gátlás#3-9-Összeépíthetőség#2-6-Megépíthetőség#1-4-Színhasználat#
Frame-Bnd-369;1BD81EF2-19AE-4485-BFD6-9856FF2808EE;Curtain Wall Frame;;7-7-Tűzgátlás#8-9-Hőveszteség#3-5-Léghang gátlás#7-10-Összeépíthetőség#9-7-Megépíthetőség#8-1-Színhasználat#
Frame-Bnd-370;E5344861-68C6-4B37-8383-CFCF27A5D749;Curtain Wall Frame;;1-9-Tűzgátlás#9-10-Hőveszteség#9-6-Léghang gátlás#7-6-Összeépíthetőség#10-2-Megépíthetőség#5-10-Színhasználat#
Frame-Bnd-371;07CFF573-75A1-40BB-AAA7-6566FB2C42B2;Curtain Wall Frame;;6-2-Tűzgátlás#10-5-Hőveszteség#9-3-Léghang gátlás#2-3-Összeépíthetőség#4-1-Megépíthetőség#2-6-Színhasználat#
Frame-Bnd-372;E6EAD198-AC30-4D81-A60D-911A0AF3B2F2;Curtain Wall Frame;;1-10-Tűzgátlás#10-8-Hőveszteség#7-9-Léghang gátlás#5-8-Összeépíthetőség#1-3-Megépíthetőség#4-4-Színhasználat#
Frame-Bnd-493;0FAA01BD-3BAD-4793-ACAD-7C706A569448;Curtain Wall Frame;;2-9-Tűzgátlás#7-4-Hőveszteség#8-1-Léghang gátlás#6-10-Összeépíthetőség#3-5-Megépíthetőség#7-8-Színhasználat#
Frame-Bnd-494;0DCD51B9-0296-4700-8950-C302F1051931;Curtain Wall Frame;;9-2-Tűzgátlás#10-2-Hőveszteség#1-1-Léghang gátlás#8-10-Összeépíthetőség#5-1-Megépíthetőség#2-3-Színhasználat#
Frame-Bnd-495;2BB8FB81-7071-4999-82EB-D2B02B4D6644;Curtain Wall Frame;;10-8-Tűzgátlás#7-3-Hőveszteség#2-4-Léghang gátlás#2-9-Összeépíthetőség#9-3-Megépíthetőség#10-1-Színhasználat#
Frame-Bnd-496;E8E84D99-D475-4693-B920-1D2609DBD3C2;Curtain Wall Frame;;6-1-Tűzgátlás#4-1-Hőveszteség#4-5-Léghang gátlás#5-10-Összeépíthetőség#10-3-Megépíthetőség#6-4-Színhasználat#
Frame-Bnd-497;03C53EE9-228D-45C3-83E1-CB5483403839;Curtain Wall Frame;;6-5-Tűzgátlás#7-9-Hőveszteség#6-1-Léghang gátlás#6-2-Összeépíthetőség#5-8-Megépíthetőség#9-5-Színhasználat#
Frame-Bnd-498;2F177B6B-13FF-4440-89FB-E59F079DF689;Curtain Wall Frame;;8-1-Tűzgátlás#6-5-Hőveszteség#2-2-Léghang gátlás#8-1-Összeépíthetőség#4-1-Megépíthetőség#8-2-Színhasználat#
Frame-Bnd-499;AC599D58-9A30-4C7C-9173-1121E7DCBB0B;Curtain Wall Frame;;9-1-Tűzgátlás#1-7-Hőveszteség#9-5-Léghang gátlás#7-10-Összeépíthetőség#8-4-Megépíthetőség#1-3-Színhasználat#
Frame-Bnd-500;3A797BF9-8840-4757-8D41-BE5F402DD0C1;Curtain Wall Frame;;9-10-Tűzgátlás#4-1-Hőveszteség#8-10-Léghang gátlás#3-4-Összeépíthetőség#7-3-Megépíthetőség#8-10-Színhasználat#
Frame-Bnd-501;8B6A11BB-05B6-49B3-8DE9-B0BDE2942A1E;Curtain Wall Frame;;4-2-Tűzgátlás#9-5-Hőveszteség#6-3-Léghang gátlás#4-1-Összeépíthetőség#9-9-Megépíthetőség#10-9-Színhasználat#
Frame-Bnd-502;E5FADB27-EA51-4E68-A676-6262D1E6E818;Curtain Wall Frame;;6-7-Tűzgátlás#6-9-Hőveszteség#9-9-Léghang gátlás#7-9-Összeépíthetőség#9-7-Megépíthetőség#10-2-Színhasználat#
Frame-Bnd-503;37A7F394-5E60-4603-AA15-850B9E74A5A0;Curtain Wall Frame;;2-9-Tűzgátlás#1-5-Hőveszteség#2-1-Léghang gátlás#6-3-Összeépíthetőség#7-5-Megépíthetőség#4-2-Színhasználat#
Frame-Bnd-504;002643DB-9833-4748-A327-312CA1810FA0;Curtain Wall Frame;;8-8-Tűzgátlás#1-3-Hőveszteség#8-7-Léghang gátlás#2-4-Összeépíthetőség#7-2-Megépíthetőség#7-10-Színhasználat#
Frame-Bnd-505;9FAECD8D-B6B8-4030-98F8-B645C87F7099;Curtain Wall Frame;;1-6-Tűzgátlás#5-5-Hőveszteség#4-2-Léghang gátlás#2-7-Összeépíthetőség#8-3-Megépíthetőség#5-5-Színhasználat#
Frame-Bnd-506;9879E0CC-FCAD-4AAC-AD8D-3418FF93B46B;Curtain Wall Frame;;6-7-Tűzgátlás#10-7-Hőveszteség#5-7-Léghang gátlás#1-3-Összeépíthetőség#5-8-Megépíthetőség#9-10-Színhasználat#
Frame-Bnd-507;0F2F6751-DCD9-4F1F-B481-206D854425F3;Curtain Wall Frame;;5-7-Tűzgátlás#5-9-Hőveszteség#1-10-Léghang gátlás#1-3-Összeépíthetőség#3-4-Megépíthetőség#9-7-Színhasználat#
Frame-Bnd-508;68785E42-998D-4ED7-8DC5-D5CE2C01CF9D;Curtain Wall Frame;;8-10-Tűzgátlás#9-9-Hőveszteség#5-4-Léghang gátlás#6-8-Összeépíthetőség#10-6-Megépíthetőség#2-9-Színhasználat#
Frame-Bnd-509;907F7F90-5FEB-4E47-9E92-FB51577189D8;Curtain Wall Frame;;7-4-Tűzgátlás#6-5-Hőveszteség#4-6-Léghang gátlás#9-2-Összeépíthetőség#8-3-Megépíthetőség#4-10-Színhasználat#
Frame-Bnd-510;986A9D95-E23C-4D49-B999-9870ED8D540B;Curtain Wall Frame;;3-7-Tűzgátlás#2-10-Hőveszteség#4-1-Léghang gátlás#9-2-Összeépíthetőség#8-9-Megépíthetőség#5-10-Színhasználat#
Frame-Bnd-511;B6822E3E-828E-482A-AF71-ED8EB55FA1ED;Curtain Wall Frame;;7-10-Tűzgátlás#7-10-Hőveszteség#6-10-Léghang gátlás#7-1-Összeépíthetőség#3-3-Megépíthetőség#8-9-Színhasználat#
Frame-Bnd-512;089B8EC6-25AC-4FFF-84F9-18C228C20101;Curtain Wall Frame;;8-3-Tűzgátlás#6-7-Hőveszteség#5-7-Léghang gátlás#5-6-Összeépíthetőség#10-2-Megépíthetőség#4-9-Színhasználat#
Frame-Bnd-513;8C87CC08-EFF5-4E32-A0EA-5964B978F7FF;Curtain Wall Frame;;2-7-Tűzgátlás#10-2-Hőveszteség#9-9-Léghang gátlás#3-2-Összeépíthetőség#3-6-Megépíthetőség#8-7-Színhasználat#
Frame-Bnd-514;90EF7E45-1408-4C87-BF0A-1F6D969813C2;Curtain Wall Frame;;7-2-Tűzgátlás#9-8-Hőveszteség#7-6-Léghang gátlás#9-2-Összeépíthetőség#5-7-Megépíthetőség#7-1-Színhasználat#
Frame-Bnd-515;A53FE635-895A-4CE9-A1B8-B64BACB0B4D7;Curtain Wall Frame;;1-9-Tűzgátlás#1-1-Hőveszteség#2-2-Léghang gátlás#1-8-Összeépíthetőség#7-6-Megépíthetőség#4-5-Színhasználat#
